STATISTIC,STATISTIC Label,TLIST(A1),Year,C03898V04649,Local Electoral Area,UNIT,VALUE,Local Electoral Area,
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f48-13a3-e055-000000000001,"Conamara North, Galway County",%,0.8,Conamara North, Galway County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f49-13a3-e055-000000000001,"Tuam, Galway County",%,1.2,Tuam, Galway County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f4a-13a3-e055-000000000001,"Ballinasloe, Galway County",%,0.9,Ballinasloe, Galway County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f4b-13a3-e055-000000000001,"Loughrea, Galway County",%,1.4,Loughrea, Galway County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f4c-13a3-e055-000000000001,"Athenry-Oranmore, Galway County",%,1.1,Athenry-Oranmore, Galway County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3ef4-13a3-e055-999330000001,"Gort-Kinvara, Galway County",%,0.9,Gort-Kinvara, Galway County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3ef4-13a3-e055-994560000001,"Conamara South, Galway County",%,0.9,Conamara South, Galway County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f4d-13a3-e055-000000000001,"Galway City West, Galway City",%,2,Galway City West, Galway City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f69-13a3-e055-000000000001,"Galway City Central, Galway City",%,1.6,Galway City Central, Galway City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f6a-13a3-e055-000000000001,"Galway City East, Galway City",%,3.4,Galway City East, Galway City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f6b-13a3-e055-000000000001,"Listowel, Kerry",%,0.5,Listowel, Kerry
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f6c-13a3-e055-000000000001,"Castleisland, Kerry",%,0.4,Castleisland, Kerry
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f6d-13a3-e055-000000000001,"Killarney, Kerry",%,0.5,Killarney, Kerry
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f6e-13a3-e055-000000000001,"Kenmare, Kerry",%,0.2,Kenmare, Kerry
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3ef4-13a3-e055-883360000001,"Corca Dhuibhne, Kerry",%,0.2,Corca Dhuibhne, Kerry
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3ef4-13a3-e055-000005600001,"Tralee, Kerry",%,1.3,Tralee, Kerry
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f6f-13a3-e055-000000000001,"Maynooth, Kildare",%,1.2,Maynooth, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f70-13a3-e055-000000000001,"Celbridge, Kildare",%,1.4,Celbridge, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f71-13a3-e055-000000000001,"Naas, Kildare",%,1.4,Naas, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f72-13a3-e055-000000000001,"Athy, Kildare",%,2.4,Athy, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f73-13a3-e055-000000000001,"Kildare, Kildare",%,2.7,Kildare, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3ef4-13a3-e055-999880000001,"Clane, Kildare",%,1.5,Clane, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3ef4-13a3-e055-994510000001,"Leixlip, Kildare",%,0.9,Leixlip, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3ef4-13a3-e055-777770000001,"Newbridge, Kildare",%,2.2,Newbridge, Kildare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f74-13a3-e055-000000000001,"Castlecomer, Kilkenny",%,1.8,Castlecomer, Kilkenny
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f75-13a3-e055-000000000001,"Kilkenny, Kilkenny",%,3.3,Kilkenny, Kilkenny
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f76-13a3-e055-000000000001,"Piltown, Kilkenny",%,1.8,Piltown, Kilkenny
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2017,2017,2ae19629-3f77-13a3-e055-000000000001,"Callan-Thomastown, Kilkenny",%,1.6,Callan-Thomastown, Kilkenny
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3eff-13a3-e055-000000000001,"Borris-In-Ossory-Mountmellick, Laois",%,1.3,Borris-In-Ossory-Mountmellick, Laois
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f00-13a3-e055-000000000001,"Portlaoise, Laois",%,3,Portlaoise, Laois
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f01-13a3-e055-000000000001,"Graiguecullen -Portarlington, Laois",%,1.4,Graiguecullen -Portarlington, Laois
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f02-13a3-e055-000000000001,"Carlow, Carlow",%,5.1,Carlow, Carlow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f03-13a3-e055-000000000001,"Tullow, Carlow",%,1.5,Tullow, Carlow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-553330000001,"Muinebeag, Carlow",%,1,Muinebeag, Carlow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f04-13a3-e055-000000000001,"Manorhamilton, Leitrim",%,1,Manorhamilton, Leitrim
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f05-13a3-e055-000000000001,"Ballinamore, Leitrim",%,1.2,Ballinamore, Leitrim
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f06-13a3-e055-000000000001,"Carrick-On-Shannon, Leitrim",%,1.4,Carrick-On-Shannon, Leitrim
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f07-13a3-e055-000000000001,"Newcastle West, Limerick",%,2,Newcastle West, Limerick
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f08-13a3-e055-000000000001,"Adare-Rathkeale, Limerick",%,1.1,Adare-Rathkeale, Limerick
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f09-13a3-e055-000000000001,"Cappamore-Kilmallock, Limerick",%,1.8,Cappamore-Kilmallock, Limerick
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f0a-13a3-e055-000000000001,"Limerick City West, Limerick",%,4.7,Limerick City West, Limerick
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f0b-13a3-e055-000000000001,"Limerick City North, Limerick",%,3.5,Limerick City North, Limerick
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f0c-13a3-e055-000000000001,"Limerick City East, Limerick",%,1.7,Limerick City East, Limerick
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f0d-13a3-e055-000000000001,"Granard, Longford",%,0.5,Granard, Longford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f0e-13a3-e055-000000000001,"Ballymahon, Longford",%,1.3,Ballymahon, Longford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f0f-13a3-e055-000000000001,"Longford, Longford",%,2.3,Longford, Longford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f10-13a3-e055-000000000001,"Dundalk-Carlingford, Louth",%,4.7,Dundalk-Carlingford, Louth
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f11-13a3-e055-000000000001,"Dundalk South, Louth",%,6.3,Dundalk South, Louth
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f12-13a3-e055-000000000001,"Ardee, Louth",%,2.7,Ardee, Louth
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f13-13a3-e055-000000000001,"Drogheda Rural, Louth",%,2.9,Drogheda Rural, Louth
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-997550000001,"Drogheda Urban, Louth",%,6.6,Drogheda Urban, Louth
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f14-13a3-e055-000000000001,"Ballina, Mayo",%,2.2,Ballina, Mayo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f15-13a3-e055-000000000001,"Claremorris, Mayo",%,1.4,Claremorris, Mayo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f16-13a3-e055-000000000001,"Castlebar, Mayo",%,2.9,Castlebar, Mayo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f17-13a3-e055-000000000001,"Belmullet, Mayo",%,1,Belmullet, Mayo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-111110000001,"Westport, Mayo",%,1.1,Westport, Mayo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-999110000001,"Swinford, Mayo",%,1.3,Swinford, Mayo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f18-13a3-e055-000000000001,"Kells, Meath",%,2.2,Kells, Meath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f19-13a3-e055-000000000001,"Laytown-Bettystown, Meath",%,2.7,Laytown-Bettystown, Meath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f1a-13a3-e055-000000000001,"Ashbourne, Meath",%,1.6,Ashbourne, Meath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f1b-13a3-e055-000000000001,"Ratoath, Meath",%,1.2,Ratoath, Meath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f1c-13a3-e055-000000000001,"Trim, Meath",%,2,Trim, Meath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f1d-13a3-e055-000000000001,"Navan, Meath",%,5.3,Navan, Meath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f1e-13a3-e055-000000000001,"Monaghan, Monaghan",%,2.5,Monaghan, Monaghan
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f1f-13a3-e055-000000000001,"Carrickmacross-Castleblayney, Monaghan",%,2,Carrickmacross-Castleblayney, Monaghan
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f20-13a3-e055-000000000001,"Ballybay-Clones, Monaghan",%,1.4,Ballybay-Clones, Monaghan
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f21-13a3-e055-000000000001,"Birr, Offaly",%,2.3,Birr, Offaly
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f22-13a3-e055-000000000001,"Tullamore, Offaly",%,3.8,Tullamore, Offaly
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f23-13a3-e055-000000000001,"Edenderry, Offaly",%,1.7,Edenderry, Offaly
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f24-13a3-e055-000000000001,"Boyle, Roscommon",%,1.2,Boyle, Roscommon
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f25-13a3-e055-000000000001,"Roscommon, Roscommon",%,1.4,Roscommon, Roscommon
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f26-13a3-e055-000000000001,"Athlone, Roscommon",%,0.9,Athlone, Roscommon
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f27-13a3-e055-000000000001,"Ballymote-Tobercurry, Sligo",%,1.6,Ballymote-Tobercurry, Sligo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f28-13a3-e055-000000000001,"Sligo-Drumcliff, Sligo",%,1.4,Sligo-Drumcliff, Sligo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-007589300001,"Sligo-Strandhill, Sligo",%,2.9,Sligo-Strandhill, Sligo
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f29-13a3-e055-000000000001,"Cavan-Belturbet, Cavan",%,1.3,Cavan-Belturbet, Cavan
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f2a-13a3-e055-000000000001,"Bailieborough-Cootehill, Cavan",%,0.6,Bailieborough-Cootehill, Cavan
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f2b-13a3-e055-000000000001,"Ballyjamesduff, Cavan",%,0.5,Ballyjamesduff, Cavan
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f2c-13a3-e055-000000000001,"Nenagh, Tipperary",%,3,Nenagh, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f2d-13a3-e055-000000000001,"Roscrea-Templemore, Tipperary",%,2.1,Roscrea-Templemore, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f2e-13a3-e055-000000000001,"Carrick-On-Suir, Tipperary",%,2,Carrick-On-Suir, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f2f-13a3-e055-000000000001,"Clonmel, Tipperary",%,3.2,Clonmel, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f30-13a3-e055-000000000001,"Cashel-Tipperary, Tipperary",%,3.2,Cashel-Tipperary, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-662310000001,"Newport, Tipperary",%,1,Newport, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000005500001,"Thurles, Tipperary",%,3,Thurles, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000005400001,"Cahir, Tipperary",%,1.4,Cahir, Tipperary
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f31-13a3-e055-000000000001,"Dungarvan, Waterford",%,1.9,Dungarvan, Waterford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f32-13a3-e055-000000000001,"Portlaw-Kilmacthomas, Waterford",%,1.5,Portlaw-Kilmacthomas, Waterford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000005300001,"Lismore, Waterford",%,1.7,Lismore, Waterford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f33-13a3-e055-000000000001,"Tramore-Waterford City West, Waterford",%,6.1,Tramore-Waterford City West, Waterford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f34-13a3-e055-000000000001,"Waterford City South, Waterford",%,4,Waterford City South, Waterford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f35-13a3-e055-000000000001,"Waterford City East, Waterford",%,2.8,Waterford City East, Waterford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f36-13a3-e055-000000000001,"Athlone, Westmeath",%,2,Athlone, Westmeath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f37-13a3-e055-000000000001,"Moate, Westmeath",%,1.2,Moate, Westmeath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f38-13a3-e055-000000000001,"Kinnegad, Westmeath",%,1.3,Kinnegad, Westmeath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-900000000111,"Mullingar, Westmeath",%,2.1,Mullingar, Westmeath
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f39-13a3-e055-000000000001,"Gorey, Wexford",%,1.6,Gorey, Wexford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f3a-13a3-e055-000000000001,"Kilmuckridge, Wexford",%,0.7,Kilmuckridge, Wexford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f3b-13a3-e055-000000000001,"New Ross, Wexford",%,1.4,New Ross, Wexford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f3c-13a3-e055-000000000001,"Rosslare, Wexford",%,1,Rosslare, Wexford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000024000001,"Wexford, Wexford",%,1.9,Wexford, Wexford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-999550000001,"Enniscorthy, Wexford",%,1.7,Enniscorthy, Wexford
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f3d-13a3-e055-000000000001,"Baltinglass, Wicklow",%,1.6,Baltinglass, Wicklow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f3e-13a3-e055-000000000001,"Bray West, Wicklow",%,0.6,Bray West, Wicklow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000000000001,"Greystones, Wicklow",%,0.9,Greystones, Wicklow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef5-13a3-e055-000000000001,"Wicklow, Wicklow",%,1.7,Wicklow, Wicklow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef6-13a3-e055-000000000001,"Arklow, Wicklow",%,3.6,Arklow, Wicklow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-999220000001,"Bray East, Wicklow",%,1.3,Bray East, Wicklow
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef7-13a3-e055-000000000001,"Rush-Lusk, Fingal",%,1.4,Rush-Lusk, Fingal
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef8-13a3-e055-000000000001,"Swords, Fingal",%,1.9,Swords, Fingal
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef9-13a3-e055-000000000001,"Blanchardstown-Mulhuddart, Fingal",%,4.2,Blanchardstown-Mulhuddart, Fingal
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3efa-13a3-e055-000000000001,"Castleknock, Fingal",%,2,Castleknock, Fingal
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3efb-13a3-e055-000000000001,"Howth-Malahide, Fingal",%,1.3,Howth-Malahide, Fingal
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3efc-13a3-e055-000000000001,"Stillorgan, Dún Laoghaire-Rathdown",%,0.3,Stillorgan, Dún Laoghaire-Rathdown
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3efd-13a3-e055-000000000001,"Dundrum, Dún Laoghaire-Rathdown",%,0.4,Dundrum, Dún Laoghaire-Rathdown
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f3f-13a3-e055-000000000001,"Glencullen-Sandyford, Dún Laoghaire-Rathdown",%,0.9,Glencullen-Sandyford, Dún Laoghaire-Rathdown
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f40-13a3-e055-000000000001,"Killiney-Shankill, Dún Laoghaire-Rathdown",%,0.8,Killiney-Shankill, Dún Laoghaire-Rathdown
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f4e-13a3-e055-000000000001,"Dún Laoghaire, Dún Laoghaire-Rathdown",%,0.9,Dún Laoghaire, Dún Laoghaire-Rathdown
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f4f-13a3-e055-000000000001,"Blackrock, Dún Laoghaire-Rathdown",%,0.4,Blackrock, Dún Laoghaire-Rathdown
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f50-13a3-e055-000000000001,"Lucan, South Dublin",%,3.3,Lucan, South Dublin
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f51-13a3-e055-000000000001,"Tallaght Central, South Dublin",%,5.4,Tallaght Central, South Dublin
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f52-13a3-e055-000000000001,"Rathfarnham-Templeogue, South Dublin",%,0.8,Rathfarnham-Templeogue, South Dublin
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f53-13a3-e055-000000000001,"Firhouse-Bohernabreena, South Dublin",%,2.1,Firhouse-Bohernabreena, South Dublin
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f54-13a3-e055-000000000001,"Tallaght South, South Dublin",%,5.3,Tallaght South, South Dublin
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f55-13a3-e055-000000000001,"Clondalkin, South Dublin",%,4.8,Clondalkin, South Dublin
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-997440000001,"Balbriggan, Fingal",%,3,Balbriggan, Fingal
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000002200001,"Ongar, Fingal",%,3.5,Ongar, Fingal
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-999770000001,"Palmerstown-Fonthill, South Dublin",%,3.7,Palmerstown-Fonthill, South Dublin
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f56-13a3-e055-000000000001,"Ballymun-Finglas, Dublin City",%,2.2,Ballymun-Finglas, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f57-13a3-e055-000000000001,"Cabra-Glasnevin, Dublin City",%,1.8,Cabra-Glasnevin, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f58-13a3-e055-000000000001,"Ballyfermot-Drimnagh, Dublin City",%,2.1,Ballyfermot-Drimnagh, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f59-13a3-e055-000000000001,"Kimmage-Rathmines, Dublin City",%,1.2,Kimmage-Rathmines, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f5a-13a3-e055-000000000001,"Pembroke, Dublin City",%,0.5,Pembroke, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f5b-13a3-e055-000000000001,"South East Inner City, Dublin City",%,0.4,South East Inner City, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f5c-13a3-e055-000000000001,"North Inner City, Dublin City",%,1.9,North Inner City, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f5d-13a3-e055-000000000001,"Clontarf, Dublin City",%,0.9,Clontarf, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f5e-13a3-e055-000000000001,"Donaghmede, Dublin City",%,1.8,Donaghmede, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000005200001,"Artane-Whitehall, Dublin City",%,1.3,Artane-Whitehall, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-999660000001,"South West Inner City, Dublin City",%,1.7,South West Inner City, Dublin City
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f5f-13a3-e055-000000000001,"Ennistimon, Clare",%,1.9,Ennistimon, Clare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f60-13a3-e055-000000000001,"Killaloe, Clare",%,1.9,Killaloe, Clare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f61-13a3-e055-000000000001,"Shannon, Clare",%,1.5,Shannon, Clare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f62-13a3-e055-000000000001,"Ennis, Clare",%,4.2,Ennis, Clare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-000000044001,"Kilrush, Clare",%,2.1,Kilrush, Clare
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f63-13a3-e055-000000000001,"Kanturk, Cork County",%,2.2,Kanturk, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f64-13a3-e055-000000000001,"Fermoy, Cork County",%,1.7,Fermoy, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f65-13a3-e055-000000000001,"Midleton, Cork County",%,2.9,Midleton, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f66-13a3-e055-000000000001,"Carrigaline, Cork County",%,1.9,Carrigaline, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f67-13a3-e055-000000000001,"Cobh, Cork County",%,2.1,Cobh, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f68-13a3-e055-000000000001,"Bandon-Kinsale, Cork County",%,2.2,Bandon-Kinsale, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f41-13a3-e055-000000000001,"Bantry-West Cork, Cork County",%,2.3,Bantry-West Cork, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3f42-13a3-e055-000000000001,"Skibbereen-West Cork, Cork County",%,3.1,Skibbereen-West Cork, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-222220000001,"Macroom, Cork County",%,1.3,Macroom, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-444440000001,"Mallow, Cork County",%,3.3,Mallow, Cork County
HAP10C03,HAP Properties as Percentage of Eircodes in Area,2018,2018,2ae19629-3ef4-13a3-e055-774560000001,"Cork City North West, Cork City",%,3.2,Cork City North West, Cork City
